id,date,user,pc,activity
{I9M4-M2CH03GY-0638IXWD},04/09/2010 13:39:42,MOS0047,PC-5820,Connect
{H7Z5-U5MK06FL-3212WPAT},04/09/2010 13:40:54,BJP0134,PC-0898,Connect
{V2X5-Y9LC74PX-2696YKXX},04/09/2010 13:40:58,CLB0774,PC-7029,Connect
{Y3R9-D6ZW50EF-4723FMHC},04/09/2010 13:41:13,CTA0020,PC-3118,Connect
{D2T9-U8LW28ME-3374DRVM},04/09/2010 13:41:13,JNJ0556,PC-0576,Disconnect
{X1J5-L9AV50RN-2120PQVD},04/09/2010 13:41:33,IIW0249,PC-0843,Connect
{Y7X0-R9BM03BY-0972DGMO},04/09/2010 13:42:02,DBB0384,PC-4243,Connect
{V2I4-I7IK87CM-6267EEFV},04/09/2010 13:42:09,CLB0774,PC-7029,Disconnect
{L7B2-X9MH74OV-2434HODM},04/09/2010 13:42:21,BJP0134,PC-0898,Disconnect
{W9Z4-S5KM17GG-0969FRAL},04/09/2010 13:42:40,TSR0676,PC-9227,Disconnect
{T2A9-V2EO24IG-3172KCGK},04/09/2010 13:42:42,AAF0535,PC-2408,Connect
{V2A3-G8DL59TL-8528PDNP},04/09/2010 13:42:54,IBB0359,PC-4195,Connect
{L5Z8-W0IH01ZF-0362RRGE},04/09/2010 13:43:26,KCS0173,PC-5117,Connect
{I6Y0-T2CT19JS-2915ILEB},04/09/2010 13:43:34,KCS0173,PC-5117,Disconnect
{F1Z3-D1WB89KB-7697MAVT},04/09/2010 13:43:44,SAA0999,PC-4559,Connect
{X1A8-B7KE16OG-9086RRBG},04/09/2010 13:43:54,CEJ0109,PC-6980,Disconnect
{T9L8-F8MA18NJ-8692DYXQ},04/09/2010 13:44:15,THR0873,PC-4804,Connect
{X9P8-F5PH10VK-9946NCVO},04/09/2010 13:45:05,UAD0771,PC-2499,Connect
{Q8V8-Q6WR62WL-0303PCYJ},04/09/2010 13:45:32,ILJ0526,PC-7275,Connect
{C9Z7-D1YL74ME-9062EXXW},04/09/2010 13:45:41,BSS0369,PC-3672,Connect
{V3S4-Y6EI15TY-2781MKCI},04/09/2010 13:45:46,CLB0774,PC-7029,Connect
{Q2R4-F8ZS32CT-9177MMDX},04/09/2010 13:46:30,SGM0021,PC-1528,Disconnect
{J3P7-P1YQ14BM-9465CBCZ},04/09/2010 13:47:41,LJT0817,PC-3120,Connect
{G8I8-Z1BK82IJ-7520ASKJ},04/09/2010 13:48:12,NAF0326,PC-0384,Disconnect
{I5W1-C6MZ42DO-1794KXSN},04/09/2010 13:49:27,DBB0384,PC-4243,Disconnect
{H3J3-S3IU12AW-8804ATIR},04/09/2010 13:49:28,MPM0220,PC-2344,Connect
{A7E4-Z1CE61EA-1339ATVL},04/09/2010 13:49:47,KRL0501,PC-7206,Connect
{Y4X8-I3KO42GC-2829ESKN},04/09/2010 13:50:12,IBB0359,PC-4195,Disconnect
{M5B7-Q3DQ56JH-5886AHIM},04/09/2010 13:50:24,IBB0359,PC-4195,Connect
{W1L0-S1MZ42LC-9197NSFW},04/09/2010 13:51:27,CHM0821,PC-7933,Disconnect
{N5E8-B8IF31OK-8524XLON},04/09/2010 13:51:45,HRB0351,PC-0697,Connect
{C7V6-I1UZ24WK-3729CQJT},04/09/2010 13:51:52,CQW0652,PC-3449,Connect
{Z6V7-E6NV16IW-3467ZZUK},04/09/2010 13:51:55,LJT0817,PC-3120,Disconnect
{Y0H7-R2TB16OH-9330WZUG},04/09/2010 13:52:30,JNJ0556,PC-0576,Connect
{S0S2-E4CU14ZO-2548FLDC},04/09/2010 13:53:50,RSC0089,PC-9929,Disconnect
{S9Q2-T5VC76YZ-0707EIOS},04/09/2010 13:54:01,MPM0220,PC-2344,Disconnect
{J7U2-H8VW27DN-3149ZTPX},04/09/2010 13:54:07,AIB0948,PC-8245,Connect
{V7M4-V4FH74IV-4823GLPL},04/09/2010 13:54:17,CTA0020,PC-3118,Disconnect
{C4P3-V0OZ11TK-6090XNIP},04/09/2010 13:54:19,IIW0249,PC-0843,Disconnect
{P7T9-M8KG48CV-3241BAXN},04/09/2010 13:55:06,JNJ0556,PC-0576,Disconnect
{S4E9-Y6QS41MX-3390HZAD},04/09/2010 13:55:17,SAA0999,PC-4559,Disconnect
{H2A7-W9FV79NJ-4309JNGG},04/09/2010 13:55:18,IBB0359,PC-4195,Disconnect
{Q3S4-K8KZ02LU-8347FBGT},04/09/2010 13:55:35,RSC0089,PC-9929,Connect
{G6P2-L1XN91XM-1515NJNK},04/09/2010 13:55:51,MLL0598,PC-0189,Connect
{A6K5-A9MA35JH-1110XJPY},04/09/2010 13:56:36,IBM0671,PC-4633,Connect
{G1N7-P6SC30PM-5420YLXE},04/09/2010 13:57:58,OCS0865,PC-8309,Connect
{X8D7-H3HB79ZQ-2304JQSX},04/09/2010 14:00:08,DBB0384,PC-4243,Connect
{L7W1-X0BG37UA-7052QRKK},04/09/2010 14:00:11,BMG0917,PC-6688,Connect
{E9V5-O3GD74TB-6852FVXX},04/09/2010 14:01:01,RSC0089,PC-9929,Disconnect
{K2Z3-I4HS58MC-2222WCDG},04/09/2010 14:01:07,AJH0175,PC-3815,Disconnect
{A7R5-Y6DH05LD-4262DYFG},04/09/2010 14:01:28,MLL0598,PC-0189,Disconnect
{A8Z0-A9IB13RF-2192SRNV},04/09/2010 14:01:49,DBB0384,PC-4243,Disconnect
{O5W6-X0TC89XE-7706RZJT},04/09/2010 14:02:15,QRM0739,PC-7343,Disconnect
{X8S7-N0KP81YS-0714NJJV},04/09/2010 14:02:37,RSC0089,PC-9929,Connect
{F7E5-M9TO99OV-5466FWBQ},04/09/2010 14:02:49,MOS0047,PC-5820,Disconnect
{M7K7-Q4NZ82WR-9352ZHLN},04/09/2010 14:02:59,AHM0410,PC-3686,Connect
{F2M7-H0NV49GC-1156JACQ},04/09/2010 14:03:13,LBH0942,PC-3640,Connect
{X9U2-Z7KP74RB-3214XDSM},04/09/2010 14:04:15,DLM0051,PC-0166,Connect
{E6X8-O4YQ91DM-3686CNRD},04/09/2010 14:04:34,BMG0917,PC-6688,Disconnect
{C5Y5-A4MI35PL-5270FQMO},04/09/2010 14:05:12,IIW0249,PC-0843,Connect
{T4M9-S9LC12HZ-9641RPHS},04/09/2010 14:05:24,VTT0385,PC-5027,Disconnect
{H3P7-S7GZ94CP-8861PXSQ},04/09/2010 14:05:32,MOS0047,PC-5820,Connect
{I0R3-E2EB24UJ-7534CTHD},04/09/2010 14:06:26,CLB0774,PC-7029,Disconnect
{M0A7-C5RC79CS-2017DKYF},04/09/2010 14:06:27,KRL0501,PC-7206,Disconnect
{M1F3-P6SM02KK-4341NJGC},04/09/2010 14:06:28,HDH0928,PC-0252,Connect
{J3R5-K3IE38LF-9322HZKC},04/09/2010 14:06:34,LBH0942,PC-3640,Disconnect
{A0T6-N5BO77JE-8026VGIM},04/09/2010 14:06:50,LCB0664,PC-3196,Connect
{O7B3-R0QR46KT-3347HWYG},04/09/2010 14:07:29,DLM0051,PC-0166,Disconnect
{Q7N5-F8LB12MI-5119USPV},04/09/2010 14:07:47,BSS0369,PC-3672,Disconnect
{Q4Q8-K5DP81GX-6524CRIH},04/09/2010 14:07:49,IRM0931,PC-7188,Disconnect
{R6O4-D9VA30VP-7891LJFY},04/09/2010 14:07:54,IIW0249,PC-0843,Disconnect
{U9M3-O7BP49LA-8827LHIP},04/09/2010 14:08:13,HRB0351,PC-0697,Disconnect
{P9K4-C6ZD32CU-9046FSPE},04/09/2010 14:08:39,AIB0948,PC-8245,Disconnect
{E2O0-Y3TD77FO-6887DPTK},04/09/2010 14:08:57,IBM0671,PC-4633,Disconnect
{V0R4-U2WG59CF-7919MPDE},04/09/2010 14:09:17,AHM0410,PC-3686,Disconnect
{N8I7-A5HZ77QT-2499ATUF},04/09/2010 14:09:45,VIA0063,PC-2684,Disconnect
{U4G9-C0TL40JH-2890TIQJ},04/09/2010 14:11:26,JJM0203,PC-0148,Connect
{L3X9-I2UK32AN-7106FFGF},04/09/2010 14:13:37,LCB0664,PC-3196,Disconnect
{A1G7-U1HN15UL-3408ACTQ},04/09/2010 14:13:41,AAF0535,PC-2408,Disconnect
{F5V2-Z3PD11FT-3169SHKN},04/09/2010 14:13:42,RSC0089,PC-9929,Disconnect
{T8H9-T9ZL00PW-0515QBHE},04/09/2010 14:13:47,HDH0928,PC-0252,Disconnect
{T5H0-X2NM43CI-0199FNUL},04/09/2010 14:14:03,DLM0051,PC-0166,Connect
{I1D3-T0LI88TW-4740RWXN},04/09/2010 14:14:34,MDM0625,PC-4984,Connect
{A9E2-K2BE65PA-1196KBVO},04/09/2010 14:15:03,SBN0866,PC-8714,Connect
{A4V4-Q1EV62YC-7656HTWK},04/09/2010 14:15:49,AJN0607,PC-8303,Connect
{O4Q7-V0CT06ZB-4698BQPQ},04/09/2010 14:16:38,JJM0203,PC-0148,Disconnect
{J5D2-I6AY28OJ-8605NDRK},04/09/2010 14:17:13,QRM0739,PC-7343,Connect
{Z5C6-P9QJ16UE-0886ZWBS},04/09/2010 14:17:19,MDM0625,PC-4984,Disconnect
{E0A9-T2AN45BT-1505MHRE},04/09/2010 14:17:30,LBH0942,PC-3640,Connect
{A4N7-D9ZN15UI-3901CKRT},04/09/2010 14:17:35,IKR0401,PC-6741,Connect
{V3G9-A5IN41FE-2156SNZM},04/09/2010 14:19:53,LCB0664,PC-3196,Connect
{S2P5-N6EK52YM-8900SGGQ},04/09/2010 14:19:54,VTT0385,PC-5027,Connect
{P7R9-Y6PN15UK-8602ZBEX},04/09/2010 14:20:00,LIM0674,PC-9582,Connect
{H9D7-A5DA45KU-0009FEPQ},04/09/2010 14:20:23,AIB0948,PC-8245,Connect
{H6J4-R3AY83PM-4122IGAQ},04/09/2010 14:21:57,UAD0771,PC-2499,Disconnect
{L4J2-M8YA61HR-8185DYFL},04/09/2010 14:22:06,THR0873,PC-4804,Disconnect
{U1M3-U4MN77PU-0046ZNCT},04/09/2010 14:22:42,RSC0089,PC-9929,Connect
{S3E2-F9UE43XS-6701QWLJ},04/09/2010 14:22:48,VTT0385,PC-5027,Disconnect
{X3A8-I0ML18JI-4506PXNM},04/09/2010 14:22:50,LIM0674,PC-9582,Disconnect
{K3V8-B3LY19QW-6875DGAT},04/09/2010 14:23:17,BMT0528,PC-0202,Connect
{O7J6-H7IR50JH-8291SWGN},04/09/2010 14:23:44,SBN0866,PC-8714,Disconnect
{T3A9-K9RJ88DC-6546WLRN},04/09/2010 14:24:20,JDB0169,PC-7502,Connect
{I7U7-U7GM86SG-6404XMQO},04/09/2010 14:24:44,JMK0099,PC-2363,Connect
{E6B3-C5OQ41YJ-7192BWDC},04/09/2010 14:24:57,DMK0257,PC-1279,Connect
{C4N4-U8IS24UV-4577QNXY},04/09/2010 14:25:09,MVB0515,PC-3476,Connect
{C3H3-G8IF79JL-3120JHPG},04/09/2010 14:25:46,JTS0389,PC-9931,Disconnect
{A4T9-F4DJ14TG-1880FNTJ},04/09/2010 14:25:47,MOS0047,PC-5820,Disconnect
{F8O7-M8YC73AJ-2555MKJL},04/09/2010 14:26:39,CTA0020,PC-3118,Connect
{O6B1-J9GN20XC-7725XAIX},04/09/2010 14:27:13,DRR0162,PC-5168,Connect
{P2R3-Q3FE59EI-4847HKWE},04/09/2010 14:27:43,AVM0947,PC-0285,Connect
{X8G0-X6ZW81TV-9296UMLG},04/09/2010 14:27:44,JDF0593,PC-6301,Connect
{K5J6-X2PZ96PX-1914CYKJ},04/09/2010 14:27:58,MPM0220,PC-2344,Connect
{P6Y2-M7TN28RF-0192UIYZ},04/09/2010 14:28:14,MDH0580,PC-4579,Disconnect
{N2H4-I1XV08ZS-9710SHEV},04/09/2010 14:28:30,QRM0739,PC-7343,Disconnect
{M6R5-F8XO26QA-4118MQCU},04/09/2010 14:29:23,AVM0947,PC-0285,Disconnect
{L6O8-U9OM93KC-4010ZQJQ},04/09/2010 14:29:39,EDB0714,PC-6103,Disconnect
{Y5B2-Y8AD43OM-7082BNRG},04/09/2010 14:30:10,MDM0625,PC-4984,Connect
{N7Q2-O1NZ96ZN-5590GPQX},04/09/2010 14:30:27,LCB0664,PC-3196,Disconnect
{U6M4-Y9LX65HQ-1371GWXD},04/09/2010 14:30:31,LCC0819,PC-8192,Connect
{S8Z3-I2WP21XB-5442CWHZ},04/09/2010 14:30:34,CQW0652,PC-3449,Disconnect
{Q4T1-N7KX95MW-3219LCNG},04/09/2010 14:31:18,MVB0515,PC-3476,Disconnect
{C9Y4-C3DR61DG-5649VCLN},04/09/2010 14:31:52,RSC0089,PC-9929,Disconnect
{N7Q4-F6AC83YV-0848PCXX},04/09/2010 14:32:08,BMT0528,PC-0202,Disconnect
{L7L8-S6AU63CQ-9387MUPU},04/09/2010 14:32:40,MPM0220,PC-2344,Disconnect
{D8U6-B4VN93AI-4591IUAX},04/09/2010 14:33:01,OBH0499,PC-7989,Connect
{J0Y8-D1IR82GE-7870OKSC},04/09/2010 14:33:01,PSF0133,PC-4925,Connect
{J0S4-U9ZK43BO-5906LYDL},04/09/2010 14:33:34,ZKS0899,PC-8517,Connect
{S7U0-R7JP31XI-3123OCJS},04/09/2010 14:33:36,HSB0196,PC-8001,Connect
{M3Y3-F1VD84SB-6018CNFQ},04/09/2010 14:34:11,MOH0273,PC-6699,Connect
{F0U9-J5TT75JZ-3992JBAB},04/09/2010 14:36:32,NDM0417,PC-9134,Connect
{G8A4-J0ZI21QU-4041VJWJ},04/09/2010 14:36:57,OBH0499,PC-7989,Disconnect
{N4V0-A6YQ31KY-7620CJOX},04/09/2010 14:38:11,VIA0063,PC-2684,Connect
{E1E9-X6YA86DT-0350FJQT},04/09/2010 14:38:29,ZKS0899,PC-8517,Disconnect
{D7G9-V5SH67RC-3655SMYE},04/09/2010 14:39:19,NGF0157,PC-6056,Connect
{W6D1-R3IM37CV-1894GOGJ},04/09/2010 14:40:09,JHP0583,PC-9083,Connect
{Z0M7-P1IL22YA-1816TUMO},04/09/2010 14:40:29,RNP0211,PC-1736,Connect
{H2V1-R4DS34IJ-5790FENZ},04/09/2010 14:40:48,RLG0856,PC-1998,Connect
{N9I8-E7YG76UF-2273IHBJ},04/09/2010 14:41:21,MPM0220,PC-2344,Connect
{R5F4-T1OQ82RP-9152CHUA},04/09/2010 14:41:38,AJF0370,PC-8651,Connect
{L8I7-Y2ZV79TV-4490CACH},04/09/2010 14:42:24,DLM0051,PC-0166,Disconnect
{S3K8-C9MS94SB-8024ZYIQ},04/09/2010 14:43:28,QJR0688,PC-4835,Connect
{J6B8-Q3CI18HH-6079WJEQ},04/09/2010 14:44:34,JMK0099,PC-2363,Disconnect
{Y6S4-M8OE24EX-4028HULW},04/09/2010 14:44:49,DRR0162,PC-5168,Disconnect
{F0D4-G2BQ22QZ-6702TONZ},04/09/2010 14:44:58,VIA0063,PC-2684,Disconnect
{P6B7-A5QH42JN-8841UUQM},04/09/2010 14:45:15,QJR0688,PC-4835,Disconnect
{X6T9-A8ZO97PL-3026KJFG},04/09/2010 14:45:49,MTB0620,PC-9348,Connect
{X8K4-N7QG86BD-3634NMDV},04/09/2010 14:45:59,LCC0819,PC-8192,Disconnect
{P8C2-Z2KW52LW-3619ZUPZ},04/09/2010 14:46:33,CTA0020,PC-3118,Disconnect
{I6I6-C1FZ78QU-7162MBWX},04/09/2010 14:47:49,RSC0089,PC-9929,Connect
{M5T0-I2FK96OL-3881ODOB},04/09/2010 14:48:55,RLG0856,PC-1998,Disconnect
{Z3H2-H1FK33VF-3725GSSY},04/09/2010 14:49:17,HSB0196,PC-8001,Disconnect
{U3M5-V3YI95JW-5226YEOB},04/09/2010 14:49:21,HSB0196,PC-8001,Connect
{V1W3-Z8HN21RR-3500EEFY},04/09/2010 14:49:45,ZKS0899,PC-8517,Connect
{D4S8-V8VM36AC-4523FEZB},04/09/2010 14:50:03,MOH0273,PC-6699,Disconnect
{T3B4-X5VG15BI-9957YBHC},04/09/2010 14:50:06,LCB0664,PC-3196,Connect
{V3Q3-T3IS97UA-0210TZCB},04/09/2010 14:50:27,ILJ0526,PC-7275,Disconnect
{W7Y8-P2ER40EN-2192KENF},04/09/2010 14:50:45,IUB0565,PC-5775,Connect
{X2G0-I5NB21JA-3381QOFT},04/09/2010 14:50:53,AJF0370,PC-8651,Disconnect
{V7F0-J2CX24BR-0726OZYF},04/09/2010 14:51:24,MDM0625,PC-4984,Disconnect
{L8N7-J7LV52FB-4946GMCI},04/09/2010 14:51:37,BDI0533,PC-5883,Connect
{J1R4-X2PF93JK-0898TIRS},04/09/2010 14:53:11,LRR0148,PC-4275,Connect
{O2R5-C5YU28KO-5697EEUJ},04/09/2010 14:53:12,CHM0821,PC-7933,Connect
{D7D0-G6FY15AD-4617NJIA},04/09/2010 14:53:17,KKW0879,PC-2531,Connect
{B0X4-B0SI00PG-0125QCQO},04/09/2010 14:53:20,QRM0739,PC-7343,Connect
{C2Y5-C9XO55OY-3914MDRP},04/09/2010 14:53:48,NDM0417,PC-9134,Disconnect
{G7F6-Y1UK08UA-2589QKJP},04/09/2010 14:54:00,AIB0948,PC-8245,Disconnect
{J5P7-B2QF57KK-1423EDQP},04/09/2010 14:54:06,AJF0370,PC-8651,Connect
{F9M8-T3UQ96BY-1565SWAQ},04/09/2010 14:54:11,JDB0169,PC-7502,Disconnect
{N5G1-P7RF72YL-3986LUPD},04/09/2010 14:54:46,FOB0756,PC-6204,Connect
{E0F5-Z5NL59HZ-1531OHIV},04/09/2010 14:55:34,MOH0273,PC-6699,Connect
{H9H0-Z5JW08JO-1825ONGQ},04/09/2010 14:55:45,LBH0942,PC-3640,Disconnect
{P8N4-D7EB49QO-8235NAEP},04/09/2010 14:55:55,HPH0075,PC-2417,Connect
{C8E3-G8DT31PW-0324XYZO},04/09/2010 14:56:01,DIB0081,PC-9524,Connect
{V7V2-W6SS41OA-8051XYLN},04/09/2010 14:56:10,PSF0133,PC-4925,Disconnect
{S8R2-O7MM48JP-3070BVGC},04/09/2010 14:56:28,DIB0081,PC-9524,Disconnect
{V3L8-W1FC39HK-5124CDQU},04/09/2010 14:57:00,ZKS0899,PC-8517,Disconnect
{L2B4-G0WV74JO-1485BLDE},04/09/2010 14:58:36,WIF0691,PC-6390,Connect
{Q7W1-R8CM34JT-1075NQWU},04/09/2010 14:59:46,VTT0385,PC-5027,Connect
{J7Y1-T8OE62YU-7601PBWA},04/09/2010 14:59:59,JDB0169,PC-7502,Connect
{I3B0-R9MM69UZ-4382UZUQ},04/09/2010 15:00:36,KMB0922,PC-1725,Connect
{L8S8-M9XL16FT-6404DYEF},04/09/2010 15:00:54,HPH0075,PC-2417,Disconnect
{Y6K4-D0HL25HP-5779HVNH},04/09/2010 15:01:22,HSB0196,PC-8001,Disconnect
{C8B3-R7IE62ZI-4167HSGL},04/09/2010 15:01:35,CAS0507,PC-8739,Connect
{I6C7-W7WW57YA-3157VUSB},04/09/2010 15:01:44,RSC0089,PC-9929,Disconnect
{C5S3-A2CM57FC-1998TMVW},04/09/2010 15:01:56,QRM0739,PC-7343,Disconnect
{N7X1-R5LQ15SI-9666LJUM},04/09/2010 15:02:07,AIP0982,PC-3733,Connect
{W6G4-A6XG76HW-8276DWAF},04/09/2010 15:02:40,CIM0271,PC-3291,Connect
{O1F3-I8KI38KK-4171KSNO},04/09/2010 15:03:08,JDB0169,PC-7502,Disconnect
{W0D4-R8DM17TH-4833BLCQ},04/09/2010 15:04:18,AJF0370,PC-8651,Disconnect
{I2O3-P7BT17OH-9719BALI},04/09/2010 15:04:25,AJF0370,PC-8651,Connect
{Y4J5-U1MD31VZ-7944VVRB},04/09/2010 15:05:06,OBH0499,PC-7989,Connect
{A1J0-A9HA72HL-7225ATNC},04/09/2010 15:05:18,JDF0593,PC-6301,Disconnect
{P5U8-M1TE52YE-1588TPUE},04/09/2010 15:05:32,JNJ0556,PC-0576,Connect
{F3Q8-J8OE25OS-2446VEPX},04/09/2010 15:05:34,OCS0865,PC-8309,Disconnect
{B1W0-I8WV17KK-6854UTCZ},04/09/2010 15:05:40,MOH0273,PC-6699,Disconnect
{U3W4-Q2FF03ZX-3149WVBF},04/09/2010 15:05:42,LCB0664,PC-3196,Disconnect
{I8P7-J7JM83VV-9835COVQ},04/09/2010 15:05:52,MTB0620,PC-9348,Disconnect
{Z6D6-I3TF12MN-9399PWQR},04/09/2010 15:06:12,OBH0499,PC-7989,Disconnect
{B8R4-V6SB82NA-3795ATYJ},04/09/2010 15:06:20,KKW0879,PC-2531,Disconnect
{U4M0-Q1PR43KX-1278MYQI},04/09/2010 15:06:43,JBD0616,PC-1479,Connect
{L5J5-D5VL71NU-1901LQEB},04/09/2010 15:06:56,MPM0220,PC-2344,Disconnect
{C8B7-N8XF39CV-8794MFNR},04/09/2010 15:07:21,JNJ0556,PC-0576,Disconnect
{Z9H7-G0PH60DT-2096TAGN},04/09/2010 15:08:46,RSC0089,PC-9929,Connect
{E3X2-P2XQ42QX-6822VDBK},04/09/2010 15:09:08,JDB0169,PC-7502,Connect
{I5I5-R3PW56TC-6491RPCB},04/09/2010 15:09:31,EGD0132,PC-4211,Connect
{R9Z9-C5RP22KF-7628HEJM},04/09/2010 15:09:41,PMV0850,PC-4547,Connect
{A2H9-G2ZD46TG-2919AXWV},04/09/2010 15:09:50,KMB0922,PC-1725,Disconnect
{Q5V3-B8GO45FD-9548MLEB},04/09/2010 15:10:13,MPM0220,PC-2344,Connect
{C8A1-K9CC64CF-1528XIZB},04/09/2010 15:10:47,AIB0948,PC-8245,Connect
{D4M7-F0RY22RH-8682KIKI},04/09/2010 15:11:23,DLM0051,PC-0166,Connect
{W1W7-X1TO77HO-1692FLSK},04/09/2010 15:11:26,RUM0880,PC-8592,Connect
{X8V9-F7ZP83DT-4411RUNE},04/09/2010 15:11:42,AJN0607,PC-8303,Disconnect
{L9G9-D2TG29GS-2859DWXJ},04/09/2010 15:12:25,DMK0257,PC-1279,Disconnect
{X6H9-T1MG41QD-4146GXGY},04/09/2010 15:12:46,CHM0821,PC-7933,Disconnect
{U3J9-V5MO81QF-6320AKCD},04/09/2010 15:12:52,QRM0739,PC-7343,Connect
{L7W4-K7UL90CV-6363OVZK},04/09/2010 15:13:46,HPH0075,PC-2417,Connect
{F1F3-N9VC76UA-2644TABU},04/09/2010 15:14:19,CLB0774,PC-7029,Connect
{A8K8-I1KP14ZM-5163XKNF},04/09/2010 15:14:34,MPM0220,PC-2344,Disconnect
{D4P6-L9LG61PT-8524PPCK},04/09/2010 15:14:39,IJM0776,PC-0198,Connect
{M7X9-J2GV35CF-7021YPVS},04/09/2010 15:15:30,DLM0051,PC-0166,Disconnect
{Q3J0-D8BL23II-0992UQQO},04/09/2010 15:16:02,VTT0385,PC-5027,Disconnect
{K4H1-Q4VE77GE-6019AXND},04/09/2010 15:16:08,WIF0691,PC-6390,Disconnect
{B7Y3-K8UO47BN-7003URJF},04/09/2010 15:16:18,MOH0273,PC-6699,Connect
{I6U0-Y7VV42LT-2085BLGY},04/09/2010 15:16:26,HPH0075,PC-2417,Disconnect
{K6K6-G4AC87MT-3116INFH},04/09/2010 15:16:43,TNM0961,PC-2030,Connect
{L1G0-F7BA13NU-8692DCHH},04/09/2010 15:18:01,THR0873,PC-4804,Connect
{Y7C1-Z1AY34AW-3131LQAX},04/09/2010 15:18:42,JBD0616,PC-1479,Disconnect
{B6T7-M5JZ19AU-2454WATJ},04/09/2010 15:18:49,RSC0089,PC-9929,Disconnect
{K1V6-H6TN15UT-0644SJEN},04/09/2010 15:18:54,FEB0306,PC-7757,Connect
{W5D1-Z3JH32IY-6488WPKX},04/09/2010 15:19:11,CIM0271,PC-3291,Disconnect
{B9R7-K5JP33NL-8235IRBO},04/09/2010 15:19:19,AJF0370,PC-8651,Disconnect
{B1G8-B2UK09OX-8857OKJP},04/09/2010 15:19:22,AIB0948,PC-8245,Disconnect
{R1Q0-T7OZ96IQ-9182ABHM},04/09/2010 15:19:56,DMK0257,PC-1279,Connect
{X7V3-P4VS95PL-7048OBAF},04/09/2010 15:20:05,PMC0328,PC-7219,Connect
{H0X7-G1ZK65DZ-6807YLDR},04/09/2010 15:20:12,RAR0725,PC-4159,Connect
{X9B4-W3SH18MG-5365JJWA},04/09/2010 15:20:17,EGD0132,PC-4211,Disconnect
{V7X0-L3BL57GH-4063DFHW},04/09/2010 15:20:21,SMY0792,PC-5923,Connect
{A9N3-I0NI77DR-8228CEPL},04/09/2010 15:20:23,CLB0774,PC-7029,Disconnect
{J4R3-J4GI25JN-0600CXUC},04/09/2010 15:20:37,KKW0879,PC-2531,Connect
{R9R4-B5WD61WG-4630SUUC},04/09/2010 15:20:40,DBB0384,PC-4243,Connect
{C4Q3-N8NN40KA-5402PJQG},04/09/2010 15:20:45,BDI0533,PC-5883,Disconnect
{O1W2-Z1OF70SK-9911UAAM},04/09/2010 15:21:40,MOH0273,PC-6699,Disconnect
{Q8K9-Z4SO52DG-1001PBPJ},04/09/2010 15:21:42,PMC0328,PC-7219,Disconnect
{L6W0-M0TU23UI-7784DSJD},04/09/2010 15:21:54,JDF0593,PC-6301,Connect
{Q3B3-G2PJ78IH-5509KIVU},04/09/2010 15:22:02,IJM0776,PC-0198,Disconnect
{S9H0-V7JA57ZJ-4148YBBA},04/09/2010 15:22:14,DBB0384,PC-4243,Disconnect
{R4E5-Y1QF19PG-1536YDGR},04/09/2010 15:24:33,ESJ0670,PC-2321,Connect
{Z5J7-I2AB46ZW-5690CHAI},04/09/2010 15:25:27,MLL0598,PC-0189,Connect
{O2B5-P1JR64JU-8303SLBY},04/09/2010 15:26:19,RSC0089,PC-9929,Connect
{H4T4-S2TD56YS-5030SCQF},04/09/2010 15:26:35,LRR0148,PC-4275,Disconnect
{V3H5-K7UW59AO-7650UYJN},04/09/2010 15:26:42,CGB0637,PC-8508,Connect
{J0F8-T2CR41HV-3718CVHS},04/09/2010 15:26:51,KKW0879,PC-2531,Disconnect
{N0A1-W8VP41SB-5038MWPN},04/09/2010 15:27:02,JTS0389,PC-9931,Connect
{Q5N0-D9IL82SU-8816MPTM},04/09/2010 15:27:24,AVM0947,PC-0285,Connect
{M2Z3-A1RY77ED-8753ZZZA},04/09/2010 15:27:26,IKR0401,PC-6741,Disconnect
{F4X8-W0VR09MV-4710UGFB},04/09/2010 15:28:39,JDB0169,PC-7502,Disconnect
{P2E9-Q5ID61US-0672DLFH},04/09/2010 15:28:42,KKW0879,PC-2531,Connect
{C1Y0-P4PJ31VV-0714SOYG},04/09/2010 15:29:04,JBD0616,PC-1479,Connect
{E8S0-X5WS57OP-7892PTHG},04/09/2010 15:29:30,MOH0273,PC-6699,Connect
{B4C4-M2CY04DP-6594ZGGY},04/09/2010 15:29:50,AIB0948,PC-8245,Connect
{O8S2-N4UR12YY-4738ARET},04/09/2010 15:30:24,EDB0714,PC-6103,Connect
{C6C1-P4WI92NS-9301KEOL},04/09/2010 15:30:24,JNJ0556,PC-0576,Connect
{G2G7-Y6ZB66ZJ-9519SSMJ},04/09/2010 15:30:59,NGF0157,PC-6056,Disconnect
{L5G8-E3RW67LP-6947TSOE},04/09/2010 15:31:21,AVM0947,PC-0285,Disconnect
{Q0W5-N8PC42ZI-6179ADEB},04/09/2010 15:32:05,LCB0664,PC-3196,Connect
{H5W4-U9QD82VO-9728BTOS},04/09/2010 15:32:17,JTS0389,PC-9931,Disconnect
{Q1I1-L2EJ99HW-5897AKPP},04/09/2010 15:32:44,BRM0995,PC-0768,Connect
{P3E8-H8NZ59YV-8907WWVH},04/09/2010 15:32:54,JBD0616,PC-1479,Disconnect
{I4A9-M9AW11ZD-3396YCSN},04/09/2010 15:33:35,JHP0583,PC-9083,Disconnect
{N5E6-Q4WG62SA-9278LXPP},04/09/2010 15:34:02,RUM0880,PC-8592,Disconnect
